भारतीय क्रिकेट टीम के	बनाने का लक्ष्य रखा गया था	364 रन
एडॉल्फ हिटलर	का सर्वोच्च नेता है	जर्मनी
कांग्रेस अध्यक्ष सुभाष चन्द्र बोस	ठहरे हुए थे	ऑस्ट्रिया में कांग्रेस अध्यक्ष सुभाष चन्द्र बोस इलाज कराने हेतु
विराट कोहली	खड़ा था	112 पर
अरबी प्रायद्वीप	जा मिलता है	सीरियाई रेगिस्तान से
लिनोलेनिक अम्ल	है	एक असंतृप्त ओमेगा-६ वसीय अम्ल
जनगणना	हुई	भारत की में 1871 से लेकर 1941 तक
मिट्टी में उपस्थित कार्बनिक पदार्थों के ऑक्सीकरण द्वारा भी	बनता है	नाइट्रिक अम्ल
जार्ज बर्नार्ड शा	जोड़ लिया	जेटिकल सोसाइटी से जार्ज बर्नार्ड शा रो
मोर्स कोड	बन गया	दुनिया में टेलीग्राफी की प्राथमिक भाषा
की संख्या	देखने वालों	फिल्म
उत्तर प्रदेश सरकार	नेतृत्व में	मुलायम सिंह यादव के
फूलन देवी	प्रतिबंधित करने के लिए संघर्ष किया	ने फिल्म पूरे भारत में
महात्मा गांधी	दिलवाने के लिए आमरण अनशन शुरू कर दिया	५५ करोड़ रुपये की राशि तुरंत
जुज़ॅप्पे गारिबाल्दि	प्रवेश करने का	रोम में
कार्ल मार्क्स	पेशबीनी करते हुए	मजदूरो की तहरीक में एक नए तूफ़ान की
एसिटिक अम्ल	है	एक महत्वपूर्ण रासायनिक अभिकर्मक और औद्योगिक रसायन
दक्षिणपूर्व अलास्का	अनुमति दी गई	को एक राज्य बनाने की
सुन्नी इस्लाम	कहते हैं	अल्लाह /ईश्वर
निअंडरथल मानव	रहता था	लगभग 1,60,000 वर्ष पूर्व
अरबी	आता है	शब्द से
विद्या देवी भंडारी	की पत्नी हैं	विख्यात कम्युनिस्ट नेता मदन भंडारी
पेरिस क्षेत्र	ने	उस स्थिति को बरकरार रखता है
जीन-जोसेफ सैनफोरचे	अभ्यास किया	ने कला क्रूरता का
जुज़ॅप्पे गारिबाल्दि	जन्म	4 जुलाई 1807
सुभाष चन्द्र बोस	शुरू की	ने कांग्रेस पार्टी के अन्तर्गत युवकों की इण्डिपेंडेंस लीग
हाइड्रोजन सल्फाइड	जलता	है
वाला पाँचवां देश	जारी करने	डाक टिकट
फिल्म	बोलती	पहली बंगाली
जर्मनी संघ गणराज्य के	शाशित	एक विकसित विधानसभा
इब्रानी बाइबिल	का संपादन	आठवीं-दसवीं सदी में किया
इस्लाम की मज़हबी स्थल	कहलाती हैं	मस्जिद
नई फारसी	लिखी जाती है	अरबी-फ़ारसी लिपि में
अमिताभ बच्चन	बनाई	एंग्री यंग मैन की छवि
नेताजी सुभाषचन्द्र बोस	चले गए	इंग्लैंड
इतालवियों ने	छोड़ दिया	अल्बानिया गणराज्य
जयप्रकाश नारायण गाँधी	बस गए	में इलाहाबाद में
जयप्रकाश नारायण गाँधी	इस्तेमाल किया	ने आपातकालीन प्रावधानों का
विश्वनाथन आनंद	पहुंच गए	दुसरी स्थान तक
प्रकृति	भी	एक जीवन्त शक्ति
फोलिक अम्ल	काफी उपयोगी	माना जाता है
टीपू सुल्तान	सामना करना पड़ा था	को कई झटकों का
उन कामों को	ठहराया जा सकता है	अपराध
कांग्रेस अध्यक्ष सुभाष चन्द्र बोस	चले जाएं	यूरोप
चीन जनवादी गणराज्य	है	में दुनिया का तीसरा मुख्य श्यामपट निर्यातक
संयुक्त राज्य अमेरिका	नहीं बांटा जा सकता	को आधे स्वतंत्र और आधे दासों में
यह	कारण बनता है	रेजोनेंस के
रिपब्लिकन पार्टी	विश्वास रखती	स्वतंत्र श्रम विचारधारा में
एडोल्फ़ हिटलर	कहा	जाता था
टीपू सुल्तान	ने	कबन्न पार्क और सुधार कार्य किए
तमिल भाषा की	बन चुके हैं	लगभग ९ चलचित्र
विराट कोहली	बनाकर आउट हुए	जन्म: 5 नवम्बर 1988 १०७ रन
पूर्वी देशों में इस विषय के समर्थ लोगों ने	सर्वथा गोपनीय रखा	इस विषय
अंतरिक्ष शोध यान	बनाया गया	मंगल ग्रह के परिवेश का अध्ययन के लिए
खतने	हैं	में संभावित लाभ और जोखिम
संयुक्त राष्ट्र के स्थापना का एक सदस्य देश	बनाया	ने आदिवासियों के लिए कानून
जोज़ेफ़ प्रीस्टलि	लिखी	भाषा और सर्वमान्य व्याकरण के सिद्धांत पर एक पुस्तक
बीमा	प्रदान करता है	सामाजिक सुरक्षा
खतना	हो	कंडोम से अधिक लागत-प्रभावी
वाला लाभ	प्राप्त होने	बीमा
टीपू सुल्तान	रहता था	प्रजा की तकलीफों का टीपू सुल्तान काफी ध्यान
भारत देश	मिलकर पाँचवीं पीढ़ के विमान बना रहे हैं	संयुक्त राष्ट्र संघ के साथ
एडोल्फ़ हिटलर	मिली	बहादुरी के लिए Iron Cross की उपाधि
स्वामी विवेकानन्द	मानते	व्यावहारिक शिक्षा को व्यक्ति के लिए उपयोगी
सुन्नी इस्लाम	वैध	तो स्वीकार कर लिया
मैसूर राज्य	अच्छे से जुड़ा हुआ है	शेष भारत और पूरे विश्व से
अल्बानिया गणराज्य	है	एक सजातीय देश
एडोल्फ़ हिटलर	प्रवेश	नहीं मिल सका
भारत	poses	अत्यंत दुर्गम परिस्थितियों और नियमित रूप से [[माउंटेन वॉरफेयर|पहाड़ युद्ध
एडोल्फ़ हिटलर	भड़काना शुरु किया	ने जनता को पूँजीपतियों और यहुदियों के खिलाफ
नील एल्डन आर्मस्ट्रांग	हासिल की	दक्षिण कैलिफोर्निया विश्वविद्यालय से परास्नातक की उपाधि
इब्रानी भाषा	है	सामी-हामी भाषा-परिवार की सामी शाखा में आने वाली एक भाषा
टीपू सुल्तान	ने भी	अंग्रेजो से संधि का प्रस्ताव दिया
अब्राहम लिंकन	थे	अमेरिका के सोलहवें राष्ट्रपति प्रथम रिपब्लिकन
सुभाष चन्द्र बोस	सहायता लेने का प्रयास किया था	ने जापान और नाजी जर्मनी के से
इटली	जारी रहा	एन्वर होक्ज़ा के नेतृत्व में साम्यवादी विरोध
सुभाष चन्द्र बोस	ही न मर जाएं	कारागृह में
चक्रवर्ती राजगोपालाचारी	के धनी थे	विद्वान और अद्भुत लेखन प्रतिभा
सरकार	हो	मजदूरों की
कार्ल मार्क्स	तकमील ना कर सकता	कैपिटल की
विराट कोहली	थी	एक उदासीन सन् 2008 सीजन
इण्डिया गेट	मूल	रूप से अखिल भारतीय युद्ध स्मारक कहा जाता है
वाले ओस्ट्रोमीरिज	बोलने	यूनानी भाषा
कोपनहेगन	है	के पूरब की ओर ओरेसण्ड नामक एक जलराशि
जैसलमेर राज्य	रखा	ने जैसलमेर राज्य वंश गौरव व महत्व को यथावत
संघर्ष	घना होता गया	और भी
कार्ल मार्क्स	मृत्यु	के बाद एजेंल्स ने संपादित करके प्रकाशित किए
बपतिस्मा	की व्याख्या की गई थी	रहस्य धर्मों के संदर्भ में
विश्वनाथन आनंद	बने	भारत सरकार के पहले विजेता
दरभंगा	बना	सैनिक उद्देश्यों के लिए
एक खेल	मुख्य	रूप से भारतीय उपमहाद्वीप में
विराट कोहली	जन्म	5 नवम्बर 1988 ऑस्ट्रेलिया ए में
मुज़फ्फरपुर	जाना जाता है	को मुज़फ्फरपुर देश विदेश में
विराट कोहली	रहे	मामूली सफल
अवलोकितेश्वर	दर्शाया जाता है	एक कमल का फूल पकड़े हुए
तमिल	विस्थापित	श्रीलंका के गृहयुद्ध के दौरान
क्लोरीन	है	तत्व
जयप्रकाश नारायण गाँधी	लागू किया	आपातकाल
भारत देश	है	एक संघीय गणराज्य
फ़िजी	जाना जाता है	को फ़िजी द्वीप समूह गणराज्य के नाम से
फूलन देवी	भरोसा नहीं है	उत्तर प्रदेश पुलिस पर
मोरारजी देसाई	कहा करते थे	कांग्रेस पार्टी के अध्यक्ष के. कामराज
आतंकवाद	दिया गया	को एक भुला
मलावी गणराज्य	विभक्त है	एक रेलमार्ग द्वारा
इण्डिया गेट	स्थापित कर दी गई है	मेहराब के नीचे अमर जवान ज्योति
सुभाष चन्द्र बोस	निकले	घर से
हिन्दू धर्म	आए	400 ईसा पूर्व तक
पश्चिमी यूरोप	देखा	ने कुष्ठरोग का एक अभूतपूर्व प्रकोप
निर्मला सीतारामन्	रह चुकी हैं	2003 से 2005 तक राष्ट्रीय महिला आयोग की सदस्या
विराट कोहली	जन्म	5 नवम्बर 1988 ने बल्ले से सफलता हासिल की
जॉन ऐडम्स	थे	फ़ेडरलिस्ट पार्टी से
कलाकार बेंजामिन वेस्ट	छोड़ दिया	ब्रिटेन
सुभाष चन्द्र बोस	ने पूरा	किया
राजनीति	हाल के इतिहास में	विभिन्न चुनावों में सबसे महत्वपूर्ण मुद्दा कर दिया गया है
प्रोटीन	नामक	एनजीएफ
ओझा	भी ज़िम्मेदार ठहराए जाते हैं	अंधविश्वास और हानिकारक प्रथाओं को फैलाने के लिए
कांग्रेस अध्यक्ष सुभाष चन्द्र बोस	हुआ	16 जुलाई 1921 में छह महीने का कारावास
बौद्ध धर्म	है	भारत से निकला प्राचीन धर्म और दर्शन
मस्तिष्क ज्वर	आक्रमण करता है	रक्त प्रवाह के माध्यम से जीवों के माध्यम से
बौद्ध धर्म	फैला	पूरे भारतीय उपमहाद्वीप में
स्काइपकास्ट्स	मेजबानी करता था	100 लोगों तक के पब्लिक कॉन्फ्रेंस कॉलों की
भारतीय सेना के	है	में एक सैन्य-दल ( रेजिमेंट ) प्रणाली
जयप्रकाश नारायण गाँधी	प्रारम्भ कर दिया	से भाषण देना
मुज़फ्फरपुर	जुड़ा हुआ है	भारत के महत्वपूर्ण शहरों से
में ये वही व्यक्ति	कहा जाता है	राजनेता
16 करोड़ लोग	मानते हैं	रूसी भाषा
जॉन ऐडम्स	लाने में इतनी कामयाब हुए	संयुक्त राज्य अमेरिका में स्वतंत्रता के लिए जागरूकता
आभूषण	हैं	लोकसंस्कृति के लोकमान्य अंग
सुभाष चन्द्र बोस	ने	कांग्रेस अध्यक्ष सुभाष चन्द्र बोस कांग्रेस अध्यक्ष बने रहना चाहा
अर्जुन	तत्पर	हो जाते हैं
स्वामी विवेकानन्द	जन्म	12 जनवरी 1863 - मृत्यु: 4 जुलाई 1902 श्रुतिधर
प्रति व्यक्ति आय	बढ़	64 से
विद्या देवी भंडारी	प्रवेश किया	ने विद्यार्थी जीवन से ही राजनीति में
सुभाष चन्द्र बोस	था	जापान के सहयोग से आज़ाद हिन्द फौज का गठन किया
राष्ट्रीय जनगणना	आयोजित	हर दस वर्ष मे
ईरानी भाषा	जानी जाती है	तीन अवधियों से
अदरक	की खेती की जा सकती है	1500-1800 मिमी वार्षिक वर्षा वाले क्षेत्रों में
युद्ध	प्रसिद्ध	है पानीपत का द्वितीय युद्ध
पूर्व जम्मू और कश्मीर रियासत	ढका हुआ है	हिमालय पर्वत से
सांसद	होता है	में मतदाताओं का प्रतिनिधि
1947-1948 के भारत-पाकिस्तान युद्ध	जुड़े	जम्मू एवं कश्मीर राज्य बलों से
नाजी जर्मनी	हमला नही करेगा	कहीं और
विराट कोहली	बंध गया है	वैवाहिक जीवन में
भारत	अभी भी	विनाशकारी युद्ध भारत से उबरने का प्रयास कर रहा था
कांग्रेस अध्यक्ष सुभाष चन्द्र बोस	फहराकर	कोलकाता में राष्ट्र ध्वज
भारत	भरीं	में १,९७८ उड़ानें
जयप्रकाश नारायण गाँधी	अनदेखा करने की अनुमति रही थी	राज्य और स्थानीय सरकारों एवं शहरी व्यापारी वर्ग को
आधुनिक दिवस के शंघाई	गिरावट आई है	का वैश्विक प्रभाव में
बहरीन की	मसौदा चुना	ने एक संविधान का
भारतीय राष्ट्रीय कांग्रेस	चलाई	अगले दो वर्षों तक शासन
नवाज़ुद्दीन सिद्दीकी	दिखाई	दी गई थीं
विराट कोहली	खेले थे	ने केवल आठ सूची ए मैच
थॉमस पेन	जन्म	9 फ़रवरी 1737
थॉमस पेन	जन्म	9 फ़रवरी 1737, देहांत : 8 जून 1809
एसिटिक अम्ल	बनाया जा सकता है	हवा की ऑक्सीजन से एसीटेल्डिहाइड का ऑक्सीकरण करने के लिए
पुरूषों का धार्मिक खतना	है	व्यापक रूप से प्रचलित
कार्ल मार्क्स	विस्तार करते हुए	वर्गसंघर्ष का सिद्धांत
अब्राहम लिंकन	पार लगाया	ने श्रेणी:संयुक्त राज्य अमेरिका सबसे बड़े संकट से
नई फारसी	समाविष्ट	मध्य एशिया में तुर्कों-फ़ारसी गज़नवी विजय के बाद
मैसूर राज्य	प्रसिद्ध	रूप से मॉलों के लिए प्रसिद्ध
अहंकार से युक्त हिरण्यकशिपु	मारने के लिए षड्यंत्र रचे	प्रहलाद को
विषाणु	नामक	एचआईवी
नाम	दिया गया	केनटोनी में
सेंकी हुई चीजों	प्राप्त हुई	कैलोरी
सुभाष चन्द्र बोस	को निकाल	दिया गया
कार्ल मार्क्स	कृत	एशियन ड्रामा
एसिटिक अम्ल	है	रासायनिक यौगिकों के निर्माण के लिए एक रासायनिक अभिकर्मक
जुज़ॅप्पे गारिबाल्दि	मदद कर जर्मनी को हराया	जुज़ॅप्पे गारिबाल्दि सेना द्वारा फ्रांस की
पूरे भारत	था	वार्षिक फिल्म निर्माण में पहले स्थान पर
स्वाभिमानी जर्मन राष्ट्र	हो गया था	आर्थिक दृष्टि से बिल्कुल पंगु
फूलन देवी	देखी जाती है	दलित लोग के प्रतीक के रूप में
ग्लैशियल एसिटिक अम्ल	घोलने के लिए दूसरा नैदानिक प्रयोग है	उन लाल रक्त कोशिकाओं को
परिवार	बदला	जा सकता
कांग्रेस अध्यक्ष सुभाष चन्द्र बोस	ने	जर्मनी की राजधानी बर्लिन नाजी जर्मनी के की राजधानी बर्लिन
मुज़फ्फरपुर	होते हुए	गोरखपुर और हाजीपुर या मोतिहारी
बर्लिन की दीवार	तोड़ दिया गया	9 नवम्बर के बाद के सप्ताहों में
हेक्सेन	है	एक हाइड्रोकार्बन
झुग्गी झोपड़ी में रहने वाला लड़का	बोलता है	अंग्रेजी
अगरतला ( ) भारत के त्रिपुरा प्रान्त की राजधानी	स्थापना	महाराज राधा कृष्ण किशोर माणिक्य बहादुर द्वारा की गई थी
भारत देश	रखा है	विस्तृत इजरायल और फ्रांस के साथ रक्षा संबंध
टीपू सुल्तान	ने	विभिन्न देशों में टीपू सुल्तान राजदुत भेजे
लार	उत्तेजित	सहानुकम्पा से
कोपनहेगन	नहीं है	के आधिकारिक भगिनि नगर
एक भाषा	आने वाली	सामी-हामी भाषा-परिवार की सामी शाखा में
टीपू सुल्तान	पेश किए	ने अन्य हिन्दू मन्दिरों को तोहफ़े
लड़ाई	हुई	पोलैण्ड की ओर के इलाकों में
कृष्णा नदी की	बहती है	सामान्यत
नाजी जर्मनी	बोल दिया	ने पोलैंड पर हमला
रूसी भाषा	पढ़ाई	जाती थी
प्रकृति	बनी हो	मानो मानव के उपयोग और "शोषण के लिए
भगवान विष्णु	अवतार लिया	ने कच्छपरूप में भगवान का कूर्म
गाउस गर्टिगन	का निदेशक रहा	वेधशाला
एरॉन श्वार्ट्ज	थे	एक प्रसिद्ध कंप्यूटर प्रोग्रामर
पुणे	है	भारत का सातवां सबसे बडा शहर
सुभाष चन्द्र बोस	थे	यूरोप में
थॉमस पेन	बसे।	इंग्लैंड के छोड़ संयुक्त राज्य अमेरिका में जा
अदरक	है	भारत में एक मसाले के रूप में प्रमुख
फ़िल्म	नामक	द मैन, द मिथ
पुणे	था	मराठों का राज्य
ये छोटी-छोटी बचतें	वृद्धि करती हैं	कुल राष्ट्रीय बचत में
जयप्रकाश नारायण गाँधी	विचारविमर्श किया	सरकारी अधिकारियों के साथ
विराट कोहली	पार कर लिया	205 पारी के साथ मील का पत्थर
अधिकांश ईसाई	लेते हैं	बपतिस्मा
मोहम्मद हामिद अंसारी	रहते हुए	भारत के उपराष्ट्रपति का पद पर
फेसबुक	संचालित है	निजी कंपनी द्वारा
एसिटिक अम्ल	गर्म करने पर	440 °C से ऊपर
अर्थशास्त्र	है	विषय की प्रासंगिकता
द वॉशिंगटन पोस्ट	है	का राष्ट्रीय राजनीति पर एक विशेष महत्त्व
ओझा	उपचार करते हैं	ओझा ही
तीर	घातक रूप से घायल करता है	शिशु कृष्ण
विराट कोहली	बनाए	51 * रन
नाइट्रिक अम्ल	संयुक्त करने वाले	विद्युत विसर्जन द्वारा
जोज़ेफ़ प्रीस्टलि	बहुत काम किया	ने गैसों पर
नारियल	है	एक बहुवर्षी एवं एकबीजपत्री पौधा
स्काइपकास्ट्स	टिपण्णी करने से अस्वीकार कर दिया	ने इन ख़बरों पर
आरएसआई ओरेकल सिस्टम कारपोरेशन	बदल दिया है	ओरेकल कॉर्पोरेशन के लिए आरएसआई ओरेकल सिस्टम कारपोरेशन नाम
आधुनिक दिवस के शंघाई	मुख्य भूमि	चीन की का एक प्रमुख सांस्कृतिक, व्यवसायिक और औद्योगिक केंद्र
संस्कृति	मिलकर बनी है	अनेक पहलुओं से
स्वामी विवेकानन्द	पूरी कर ली	कला स्नातक की डिग्री
हू वॉन्ट्स टू बी ए मिलिनेयर	को नामांकित	किया गया
कमला नेहरू	की पत्नी है	जवाहरलाल नेहरू
विश्वनाथन आनंद	दोबारा	इस खीताब को कायम रखने में नाकाम्याब
पुरूषों का धार्मिक खतना	है	सांस्कृतिक या धार्मिक कारणों से किशोरावस्था में किया जाता
जयप्रकाश नारायण गाँधी	चुनाव	लड़े गए
कार्ल मार्क्स	मानता है	मनुष्य के श्रम को ही उत्पति का साधन
फोलिक अम्ल	आवश्यक	शरीर के विभिन्न कार्यों के संपादन के लिए
यूनाइटेड किंगडम की	होते हैं	में तीन अलग-अलग संसदों के सदस्य
संयुक्त राष्ट्र के स्थापना का एक सदस्य देश	है।	एक निर्वाध पूंजीवादी अर्थव्यवस्था
विराट कोहली	बनाए	ने त्रिकोणीय एकदिवसीय शृंखला में कुल २५१ रन
विराट कोहली	हैं	इंडियन प्रीमियर लीग में रॉयल चैलेंजर्स बैंगलौर के कप्तान
राहुल गांधी	के बेटे हैं	सोनिया गांधी
विराट कोहली	थे	एकमात्र खिलाड़ी
जोज़ेफ़ प्रीस्टलि	चले गए	अमरीका
ईस्ट इण्डिया कम्पनी	परिवर्तित हुई थी	ब्रिटिश भारतीय सेना के रूप में
यह	लग सकता	मवाद जैसा
अरबी प्रायद्वीप	है	मध्य एशिया एवं अफ्रीका की संधि पर
तापमान	बढ़ता है	मानसून के बाद अक्तूबर महीने मे दिन मे
तमिल सिनेमा	का निर्माण हुआ है	ने बॉलीवूड शैली में फिल्मो
पोम्पेइ नगर	रह है	२५० से अधिक सालों के लिये
भीमकाय टक्कर परिकल्पना	है	परिकल्पना
पुरूषों का धार्मिक खतना	किया जाना ज्यादा आम है	शैशवावस्था में
भगवान शिव	रक्षा की	भगवान शिव ज्ञान बल व मंत्र शक्तियों से देवताओं की
समूचे दक्षिण प्रशांत महासागर क्षेत्र	बनाने की संस्तुति की	औपचारिक रूप से नगरीय कार्यालयों में प्रयोग के लिए स्वीकार्य
कंबोडिया	को पहले	कंपूचिया के नाम से जाना जाता था
गंगा और गंडक के पवित्र संगम स्थल की	पर कब्जा किया गया	अफ़ग़ानों द्वारा
सुभाष चन्द्र बोस	ने सहायता	की
नारियल	है	एक बेहद उपयोगी फल
विराट कोहली	के कप्तान थे	विजयी भारतीय टीम
नाइट्रिक अम्ल	कहते हैं	नियत क्वथनांक मिश्रण
ली कोर्बुज़िए के	भाग लेना बंद कर दिया	ने राजनैतिक गतिविधियों में
शिशु कृष्ण	हैं	विशेष रूप से महत्वपूर्ण
अस्पताल	नहीं बनाना चाहते हैं	फूलन देवी
ईश्वर	शासन करता है	पूरे ब्रह्माण्ड पर
तमिल सिनेमा	प्रभावित होता है	द्रविड़ राजनीिति द्वारा
आंत्र ज्वर	पाया जाता है	विश्व के ऐसे स्थानों में अधिक
श्रीलंका	ने	भारतीय क्रिकेट टीम के का दौरा किया था
अम्ल	बने	ग्लेशियल एसिटिक अम्ल और सिरका से
लक्षद्वीप	को	लक्कादीव-मिनिकॉय-अमिनीदिवि के नाम से जाना जाता था
आधुनिक समय के बेलारूस	निर्भर है	विविध प्रकार के आयातों के लिए कीवयाई रूस पर
नाजी जर्मनी	आक्रमण किया	कीवयाई रूस पर
जयप्रकाश नारायण गाँधी	बनाई	ने युवा लड़के-लड़कियों के लिए वानर सेना
राधिका आप्टे	शुरू किया	थिएटर में अभिनय करना
बीमा	के अनुसार	अनिश्चित हानियों से सुरक्षा का स्थायी आधार है
पुरूषों का धार्मिक खतना	ठहराया गया है	तर्कसंगत
भारत का संविधान	मान्यता देता है	भारत देश का संविधान कुल २३ भाषाओं को
आधुनिक बांग्लादेश	बट गया	दो हिस्सों में
बहरीन की	स्थापना हुई	१९७१ में स्वतंत्र हुआ और संवैधानिक राजतंत्र की
अमेरिकी गृहयुद्ध	माना जाता है	को विश्व का प्रथम आधुनिक युद्ध
आंत्र ज्वर	होता	है विश्व के सभी भागों में
लार	होता है	अधिक पानी-जैसा
अब्राहम लिंकन	थे	जो श्रेणी:संयुक्त राज्य अमेरिका के राष्ट्रपति बने।
मैन ऑफ द टूर्नामेंट	जीते	विराट कोहली
भारत और पाकिस्तान के पंजाब क्षेत्र	उपयोग करते हुए	1947 की परिभाषा का
ब्रिटेन	अलग दिया	ने चागोस द्वीपसमूह को मॉरीशस गणराज्य से
विधि	चुनी गई	आत्म-अभिव्यक्ति के लिए
विराट कोहली	होंगे	न केवल रॉयल चैलेंजर्स बैंगलौर के भविष्य के कप्तान
विराट कोहली	बनाए	49 रन
अब्राहम लिंकन	आसीन हुआ	राष्ट्रपति के पद पर
विराट कोहली	शुरुआत की	ने चैरिटी फाउंडेशन की
गुरु तेग बहादुर	नहीं कहा	ने गुरु तेग बहादुर मुँह से
सम्राट अशोक	प्रसार किया	बौद्ध धर्म का
सर्वोच्च न्यायालय	प्रधान	न्यायाधीश
जर्मनी	बहुत तेज किया	ने फ़ासिस्टवादी आंदोलन की गति को
टीपू सुल्तान	दूर करना चाहते थे	अंग्रेजो को पराजित कर
अल्लाह /ईश्वर	डालेगा	उन लोगों को जहन्नम में
सुभाष चन्द्र बोस	सूचना मिली	को इंग्लैंड और नाजी जर्मनी के में युद्ध छिड़ने की
कांग्रेस अध्यक्ष सुभाष चन्द्र बोस	भी रहे थे	बंगाल विधानसभा के सदस्य
अमरूद	है	स्वास्थ्य के लिए अत्यंत लाभदायक फल
भारत देश	बना रहे है	संयुक्त राष्ट्र संघ के साथ मिलकर पाँचवीं पीढ़ के विमान
पुरुष	प्रतीक्षा करते हैं	घाव के पूरी तरह भरने की
अब्राहम लिंकन	का नाम	थॉमस लिंकन था
लिन डान	जीतने पर	ऑल इंग्लैंड ओपेन
समूचे दक्षिण प्रशांत महासागर क्षेत्र	मशहूर हुआ	मैथ्यू फ्लिनडेर्स द्वारा
टीपू सुल्तान	ने उनकी पराजय का कारण बना	फ्रांसिसियों पर बहुत अधिक निर्भरता और भरोसा
सोवियत रूस	नाराज़ हो गया	इस बात से
शनि	थे	रेडियो संकेतों के तीन रूप
सारनाथ	है	पूर्वोत्तर रेलवे का स्टेशन
केवल दो मापे गए पोटेंशियल सॉल्यूशन को	जैसे	एक स्प्रेडशीट
अर्देशिर ईरानी	थे	तमिल फिल्म कालिदास के निर्माता
रक्त परीक्षण	किए जाते हैं	चिह्नों का पता लगाने के लिये
पुणे	भी कहा जाता है	को पूरब का ऑक्सफोर्ड
कार्ल मार्क्स	निष्कासित हो गए	फ्रांस से
संयुक्त राष्ट्र के स्थापना का एक सदस्य देश	विकसित हुआ है	15 वर्षो से 3.6% की औसत दर से
नाइट्रिक अम्ल	है	रंगहीन द्रव
भारत सरकार ने	रिहा कर दिया	सुभाष चन्द्र बोस
नील एल्डन आर्मस्ट्रांग	गए	उत्तरी ध्रुव की यात्रा पर
पोम्पेइ नगर	है	मंउंट वेसुविस के ८ क।मि। दूर
मोहम्मद हामिद अंसारी	खड़े नजर आए	सावधान मुद्रा में
आधुनिक इराक़	आया	इस्लाम धर्म
मुज़फ्फरपुर	चयनित	हुआ है
भारत और पाकिस्तान के पंजाब क्षेत्र	है	दक्षिण एशिया का क्षेत्र
अंग्रेज़ी-भाषी देश व क्षेत्र श्रेणी:फ़्रान्सीसी-भाषी देश व क्षेत्र श्रेणी:देश	श्रेणी	देश
अहंकार से युक्त हिरण्यकशिपु	भरने के लिए बहुत प्रयास किए	ने दुर्गुण
बीमा	दूर करता है	जोखिमों को
ताशकंद	आयोजित किए गए	औपचारिक वार्ता में
शिशु कृष्ण	दर्शाया गया है	को विष्णु के अवतार के रूप में
मूत्राशय	है	शोधक, ग्राही, पुष्टिकारक, बलवर्धक, रक्तविकार नाशक, दाहशामक तथा वात-पित्त नाशक
लड़ाई	है	इतनी भयंकर और तीव्र
संयुक्त राष्ट्र संघ	उभरा	भारत देश का सबसे बड़ा हथियार आपूर्तिकर्ता के रूप में
आधुनिक दिवस के शंघाई	है	लुजियाज़ूई क्षितिज के लिए प्रसिद्ध
डाई एथिल ईथर	है	एक कार्बनिक यौगिक
परिवार	बदला नहीं जा सकता	राजनैतिक इच्छा या बहुमत के निर्णयों से
सुभाष चन्द्र बोस	रहे	उत्तमचन्द मल्होत्रा नामक एक भारतीय व्यापारी के घर में
आधुनिक दिवस के शंघाई	है	मुख्य भूमि चीन की चार नगरपालिकाओं में से एक
नाम	दिया गया	ब्रूस ली केनटोनी में
मैसूर	हुआ था	भारत पर सिकंदर के आक्रमण के बाद
हैदर अली और टीपू सुल्तान	ने	बेंगलुरु के दक्षिण में स्थित लाल बाग
मोहम्मद हामिद अंसारी	भी हैं	भारतीय अल्पसंख्यक आयोग के भूतपूर्व अध्यक्ष
चीन	निगल ही लिया है	ने कुछ भाग
विजयवाड़ा एंव मूसी नदी	के किनारे	हैदराबाद
विराट कोहली	चुना गया था	को वनडे टीम में
दमा	हो सकता	है
गणित	है	एक अमूर्त या निराकार ( abstract ) और निगमनात्मक प्रणाली
जुज़ॅप्पे गारिबाल्दि	लौटा	इटली
स्वामी विवेकानन्द	उत्तीर्ण की	ने ललित कला की परीक्षा
कोविड-19 का टीका	उम्मीद नहीं की जा सकती	18 महीने से कम समय में उपलब्ध होने की
जयप्रकाश नारायण गाँधी	आदेश दे दिया	ने व्यवस्था को पुनर्स्थापित करने के पदक्षेप स्वरुप का
अदरक	बढ़ता	है
सुभाष चन्द्र बोस	उत्प्रेरित भी करते हैं	ज्वलंत क्रान्तिकारियों
